dexnum,name,generation,type1,type2,species,height,weight,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total,catch_rate
626,Bouffalant,5,Normal,,Bash Buffalo Pokémon,1.60,94.60,Reckless,Sap Sipper,Soundproof,95,110,95,40,95,55,490,45
627,Rufflet,5,Normal,Flying,Eaglet Pokémon,0.50,10.50,Keen Eye,Sheer Force,Hustle,70,83,50,37,50,60,350,190
628,Braviary,5,Normal,Flying,Valiant Pokémon,1.50,41.00,Keen Eye,Sheer Force,Defiant,100,123,75,57,75,80,510,60
629,Vullaby,5,Dark,Flying,Diapered Pokémon,0.50,9.00,Big Pecks,Overcoat,Weak Armor,70,55,75,45,65,60,370,190
630,Mandibuzz,5,Dark,Flying,Bone Vulture Pokémon,1.20,39.50,Big Pecks,Overcoat,Weak Armor,110,65,105,55,95,80,510,60
631,Heatmor,5,Fire,,Anteater Pokémon,1.40,58.00,Gluttony,Flash Fire,White Smoke,85,97,66,105,66,65,484,90
632,Durant,5,Bug,Steel,Iron Ant Pokémon,0.30,33.00,Swarm,Hustle,Truant,58,109,112,48,48,109,484,90
633,Deino,5,Dark,Dragon,Irate Pokémon,0.80,17.30,Hustle,,,52,65,50,45,50,38,300,45
634,Zweilous,5,Dark,Dragon,Hostile Pokémon,1.40,50.00,Hustle,,,72,85,70,65,70,58,420,45
635,Hydreigon,5,Dark,Dragon,Brutal Pokémon,1.80,160.00,Levitate,,,92,105,90,125,90,98,600,45
636,Larvesta,5,Bug,Fire,Torch Pokémon,1.10,28.80,Flame Body,Swarm,,55,85,55,50,55,60,360,45
637,Volcarona,5,Bug,Fire,Sun Pokémon,1.60,46.00,Flame Body,Swarm,,85,60,65,135,105,100,550,15
638,Cobalion,5,Steel,Fighting,Iron Will Pokémon,2.10,250.00,Justified,,,91,90,129,90,72,108,580,3
639,Terrakion,5,Rock,Fighting,Cavern Pokémon,1.90,260.00,Justified,,,91,129,90,72,90,108,580,3
640,Virizion,5,Grass,Fighting,Grassland Pokémon,2.00,200.00,Justified,,,91,90,72,90,129,108,580,3
641,Tornadus,5,Flying,,Cyclone Pokémon,1.50,63.00,Prankster,Defiant,,79,115,70,125,80,111,580,3
642,Thundurus,5,Electric,Flying,Bolt Strike Pokémon,1.50,61.00,Prankster,Defiant,,79,115,70,125,80,111,580,3
643,Reshiram,5,Dragon,Fire,Vast White Pokémon,3.20,330.00,Turboblaze,,,100,120,100,150,120,90,680,3
644,Zekrom,5,Dragon,Electric,Deep Black Pokémon,2.90,345.00,Teravolt,,,100,150,120,120,100,90,680,3
645,Landorus,5,Ground,Flying,Abundance Pokémon,1.50,68.00,Sand Force,Sheer Force,,89,125,90,115,80,101,600,3
646,Kyurem,5,Dragon,Ice,Boundary Pokémon,3.00,325.00,Pressure,,,125,130,90,130,90,95,660,3
647,Keldeo,5,Water,Fighting,Colt Pokémon,1.40,48.50,Justified,,,91,72,90,129,90,108,580,3
648,Meloetta,5,Normal,Psychic,Melody Pokémon,0.60,6.50,Serene Grace,,,100,77,77,128,128,90,600,3
649,Genesect,5,Bug,Steel,Paleozoic Pokémon,1.50,82.50,Download,,,71,120,95,120,95,99,600,3
650,Chespin,6,Grass,,Spiny Nut Pokémon,0.40,9.00,Overgrow,Bulletproof,,56,61,65,48,45,38,313,45
651,Quilladin,6,Grass,,Spiny Armor Pokémon,0.70,29.00,Overgrow,Bulletproof,,61,78,95,56,58,57,405,45
652,Chesnaught,6,Grass,Fighting,Spiny Armor Pokémon,1.60,90.00,Overgrow,Bulletproof,,88,107,122,74,75,64,530,45
653,Fennekin,6,Fire,,Fox Pokémon,0.40,9.40,Blaze,Magician,,40,45,40,62,60,60,307,45
654,Braixen,6,Fire,,Fox Pokémon,1.00,14.50,Blaze,Magician,,59,59,58,90,70,73,409,45
655,Delphox,6,Fire,Psychic,Fox Pokémon,1.50,39.00,Blaze,Magician,,75,69,72,114,100,104,534,45
656,Froakie,6,Water,,Bubble Frog Pokémon,0.30,7.00,Torrent,Protean,,41,56,40,62,44,71,314,45
657,Frogadier,6,Water,,Bubble Frog Pokémon,0.60,10.90,Torrent,Protean,,54,63,52,83,56,97,405,45
658,Greninja,6,Water,Dark,Ninja Pokémon,1.50,40.00,Torrent,Protean,,72,95,67,103,71,122,530,45
659,Bunnelby,6,Normal,,Digging Pokémon,0.40,5.00,Pickup,Cheek Pouch,Huge Power,38,36,38,32,36,57,237,255
660,Diggersby,6,Normal,Ground,Digging Pokémon,1.00,42.40,Pickup,Cheek Pouch,Huge Power,85,56,77,50,77,78,423,127
661,Fletchling,6,Normal,Flying,Tiny Robin Pokémon,0.30,1.70,Big Pecks,Gale Wings,,45,50,43,40,38,62,278,255
662,Fletchinder,6,Fire,Flying,Ember Pokémon,0.70,16.00,Flame Body,Gale Wings,,62,73,55,56,52,84,382,120
663,Talonflame,6,Fire,Flying,Scorching Pokémon,1.20,24.50,Flame Body,Gale Wings,,78,81,71,74,69,126,499,45
664,Scatterbug,6,Bug,,Scatterdust Pokémon,0.30,2.50,Shield Dust,Compound Eyes,Friend Guard,38,35,40,27,25,35,200,255
665,Spewpa,6,Bug,,Scatterdust Pokémon,0.30,8.40,Shed Skin,Friend Guard,,45,22,60,27,30,29,213,120
666,Vivillon,6,Bug,Flying,Scale Pokémon,1.20,17.00,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,45
667,Litleo,6,Fire,Normal,Lion Cub Pokémon,0.60,13.50,Rivalry,Unnerve,Moxie,62,50,58,73,54,72,369,220
668,Pyroar,6,Fire,Normal,Royal Pokémon,1.50,81.50,Rivalry,Unnerve,Moxie,86,68,72,109,66,106,507,65
669,Flabébé,6,Fairy,,Single Bloom Pokémon,0.10,0.10,Flower Veil,Symbiosis,,44,38,39,61,79,42,303,225
670,Floette,6,Fairy,,Single Bloom Pokémon,0.20,0.90,Flower Veil,Symbiosis,,54,45,47,75,98,52,371,120
671,Florges,6,Fairy,,Garden Pokémon,1.10,10.00,Flower Veil,Symbiosis,,78,65,68,112,154,75,552,45
672,Skiddo,6,Grass,,Mount Pokémon,0.90,31.00,Sap Sipper,Grass Pelt,,66,65,48,62,57,52,350,200
673,Gogoat,6,Grass,,Mount Pokémon,1.70,91.00,Sap Sipper,Grass Pelt,,123,100,62,97,81,68,531,45
674,Pancham,6,Fighting,,Playful Pokémon,0.60,8.00,Iron Fist,Mold Breaker,Scrappy,67,82,62,46,48,43,348,220
675,Pangoro,6,Fighting,Dark,Daunting Pokémon,2.10,136.00,Iron Fist,Mold Breaker,Scrappy,95,124,78,69,71,58,495,65
676,Furfrou,6,Normal,,Poodle Pokémon,1.20,28.00,Fur Coat,,,75,80,60,65,90,102,472,160
677,Espurr,6,Psychic,,Restraint Pokémon,0.30,3.50,Keen Eye,Infiltrator,Own Tempo,62,48,54,63,60,68,355,190
678,Meowstic,6,Psychic,,Constraint Pokémon,0.60,8.50,Keen Eye,Infiltrator,Prankster,74,48,76,83,81,104,466,75
679,Honedge,6,Steel,Ghost,Sword Pokémon,0.80,2.00,No Guard,,,45,80,100,35,37,28,325,180
680,Doublade,6,Steel,Ghost,Sword Pokémon,0.80,4.50,No Guard,,,59,110,150,45,49,35,448,90
681,Aegislash,6,Steel,Ghost,Royal Sword Pokémon,1.70,53.00,Stance Change,,,60,50,140,50,140,60,500,45
682,Spritzee,6,Fairy,,Perfume Pokémon,0.20,0.50,Healer,Aroma Veil,,78,52,60,63,65,23,341,200
683,Aromatisse,6,Fairy,,Fragrance Pokémon,0.80,15.50,Healer,Aroma Veil,,101,72,72,99,89,29,462,140
684,Swirlix,6,Fairy,,Cotton Candy Pokémon,0.40,3.50,Sweet Veil,Unburden,,62,48,66,59,57,49,341,200
685,Slurpuff,6,Fairy,,Meringue Pokémon,0.80,5.00,Sweet Veil,Unburden,,82,80,86,85,75,72,480,140
686,Inkay,6,Dark,Psychic,Revolving Pokémon,0.40,3.50,Contrary,Suction Cups,Infiltrator,53,54,53,37,46,45,288,190
687,Malamar,6,Dark,Psychic,Overturning Pokémon,1.50,47.00,Contrary,Suction Cups,Infiltrator,86,92,88,68,75,73,482,80
688,Binacle,6,Rock,Water,Two-Handed Pokémon,0.50,31.00,Sniper,Tough Claws,Pickpocket,42,52,67,39,56,50,306,120
689,Barbaracle,6,Rock,Water,Collective Pokémon,1.30,96.00,Sniper,Tough Claws,Pickpocket,72,105,115,54,86,68,500,45
690,Skrelp,6,Poison,Water,Mock Kelp Pokémon,0.50,7.30,Poison Point,Poison Touch,Adaptability,50,60,60,60,60,30,320,225
691,Dragalge,6,Poison,Dragon,Mock Kelp Pokémon,1.80,81.50,Poison Point,Poison Touch,Adaptability,65,75,90,97,123,44,494,55
692,Clauncher,6,Water,,Water Gun Pokémon,0.50,8.30,Mega Launcher,,,50,53,62,58,63,44,330,225
693,Clawitzer,6,Water,,Howitzer Pokémon,1.30,35.30,Mega Launcher,,,71,73,88,120,89,59,500,55
694,Helioptile,6,Electric,Normal,Generator Pokémon,0.50,6.00,Dry Skin,Sand Veil,Solar Power,44,38,33,61,43,70,289,190
695,Heliolisk,6,Electric,Normal,Generator Pokémon,1.00,21.00,Dry Skin,Sand Veil,Solar Power,62,55,52,109,94,109,481,75
696,Tyrunt,6,Rock,Dragon,Royal Heir Pokémon,0.80,26.00,Strong Jaw,Sturdy,,58,89,77,45,45,48,362,45
697,Tyrantrum,6,Rock,Dragon,Despot Pokémon,2.50,270.00,Strong Jaw,Rock Head,,82,121,119,69,59,71,521,45
698,Amaura,6,Rock,Ice,Tundra Pokémon,1.30,25.20,Refrigerate,Snow Warning,,77,59,50,67,63,46,362,45
699,Aurorus,6,Rock,Ice,Tundra Pokémon,2.70,225.00,Refrigerate,Snow Warning,,123,77,72,99,92,58,521,45
700,Sylveon,6,Fairy,,Intertwining Pokémon,1.00,23.50,Cute Charm,Pixilate,,95,65,65,110,130,60,525,45
701,Hawlucha,6,Fighting,Flying,Wrestling Pokémon,0.80,21.50,Limber,Unburden,Mold Breaker,78,92,75,74,63,118,500,100
702,Dedenne,6,Electric,Fairy,Antenna Pokémon,0.20,2.20,Cheek Pouch,Pickup,Plus,67,58,57,81,67,101,431,180
703,Carbink,6,Rock,Fairy,Jewel Pokémon,0.30,5.70,Clear Body,Sturdy,,50,50,150,50,150,50,500,60
704,Goomy,6,Dragon,,Soft Tissue Pokémon,0.30,2.80,Sap Sipper,Hydration,Gooey,45,50,35,55,75,40,300,45
705,Sliggoo,6,Dragon,,Soft Tissue Pokémon,0.80,17.50,Sap Sipper,Hydration,Gooey,68,75,53,83,113,60,452,45
706,Goodra,6,Dragon,,Dragon Pokémon,2.00,150.50,Sap Sipper,Hydration,Gooey,90,100,70,110,150,80,600,45
707,Klefki,6,Steel,Fairy,Key Ring Pokémon,0.20,3.00,Prankster,Magician,,57,80,91,80,87,75,470,75
708,Phantump,6,Ghost,Grass,Stump Pokémon,0.40,7.00,Natural Cure,Frisk,Harvest,43,70,48,50,60,38,309,120
709,Trevenant,6,Ghost,Grass,Elder Tree Pokémon,1.50,71.00,Natural Cure,Frisk,Harvest,85,110,76,65,82,56,474,60
710,Pumpkaboo,6,Ghost,Grass,Pumpkin Pokémon,0.40,5.00,Pickup,Frisk,Insomnia,49,66,70,44,55,51,335,120
711,Gourgeist,6,Ghost,Grass,Pumpkin Pokémon,0.90,12.50,Pickup,Frisk,Insomnia,65,90,122,58,75,84,494,60
712,Bergmite,6,Ice,,Ice Chunk Pokémon,1.00,99.50,Own Tempo,Ice Body,Sturdy,55,69,85,32,35,28,304,190
713,Avalugg,6,Ice,,Iceberg Pokémon,2.00,505.00,Own Tempo,Ice Body,Sturdy,95,117,184,44,46,28,514,55
714,Noibat,6,Flying,Dragon,Sound Wave Pokémon,0.50,8.00,Frisk,Infiltrator,Telepathy,40,30,35,45,40,55,245,190
715,Noivern,6,Flying,Dragon,Sound Wave Pokémon,1.50,85.00,Frisk,Infiltrator,Telepathy,85,70,80,97,80,123,535,45
716,Xerneas,6,Fairy,,Life Pokémon,3.00,215.00,Fairy Aura,,,126,131,95,131,98,99,680,45
717,Yveltal,6,Dark,Flying,Destruction Pokémon,5.80,203.00,Dark Aura,,,126,131,95,131,98,99,680,45
718,Zygarde,6,Dragon,Ground,Order Pokémon,5.00,305.00,Aura Break,Power Construct,,108,100,121,81,95,95,600,3
719,Diancie,6,Rock,Fairy,Jewel Pokémon,0.70,8.80,Clear Body,,,50,100,150,100,150,50,600,3
720,Hoopa,6,Psychic,Ghost,Mischief Pokémon,0.50,9.00,Magician,,,80,110,60,150,130,70,600,3
721,Volcanion,6,Fire,Water,Steam Pokémon,1.70,195.00,Water Absorb,,,80,110,120,130,90,70,600,3
722,Rowlet,7,Grass,Flying,Grass Quill Pokémon,0.30,1.50,Overgrow,Long Reach,,68,55,55,50,50,42,320,45
723,Dartrix,7,Grass,Flying,Blade Quill Pokémon,0.70,16.00,Overgrow,Long Reach,,78,75,75,70,70,52,420,45
724,Decidueye,7,Grass,Ghost,Arrow Quill Pokémon,1.60,36.60,Overgrow,Long Reach,,78,107,75,100,100,70,530,45
725,Litten,7,Fire,,Fire Cat Pokémon,0.40,4.30,Blaze,Intimidate,,45,65,40,60,40,70,320,45
726,Torracat,7,Fire,,Fire Cat Pokémon,0.70,25.00,Blaze,Intimidate,,65,85,50,80,50,90,420,45
727,Incineroar,7,Fire,Dark,Heel Pokémon,1.80,83.00,Blaze,Intimidate,,95,115,90,80,90,60,530,45
728,Popplio,7,Water,,Sea Lion Pokémon,0.40,7.50,Torrent,Liquid Voice,,50,54,54,66,56,40,320,45
729,Brionne,7,Water,,Pop Star Pokémon,0.60,17.50,Torrent,Liquid Voice,,60,69,69,91,81,50,420,45
730,Primarina,7,Water,Fairy,Soloist Pokémon,1.80,44.00,Torrent,Liquid Voice,,80,74,74,126,116,60,530,45
731,Pikipek,7,Normal,Flying,Woodpecker Pokémon,0.30,1.20,Keen Eye,Skill Link,Pickup,35,75,30,30,30,65,265,255
732,Trumbeak,7,Normal,Flying,Bugle Beak Pokémon,0.60,14.80,Keen Eye,Skill Link,Pickup,55,85,50,40,50,75,355,120
733,Toucannon,7,Normal,Flying,Cannon Pokémon,1.10,26.00,Keen Eye,Skill Link,Sheer Force,80,120,75,75,75,60,485,45
734,Yungoos,7,Normal,,Loitering Pokémon,0.40,6.00,Strong Jaw,Stakeout,Adaptability,48,70,30,30,30,45,253,255
735,Gumshoos,7,Normal,,Stakeout Pokémon,0.70,14.20,Strong Jaw,Stakeout,Adaptability,88,110,60,55,60,45,418,127
736,Grubbin,7,Bug,,Larva Pokémon,0.40,4.40,Swarm,,,47,62,45,55,45,46,300,255
737,Charjabug,7,Bug,Electric,Battery Pokémon,0.50,10.50,Battery,,,57,82,95,55,75,36,400,120
738,Vikavolt,7,Bug,Electric,Stag Beetle Pokémon,1.50,45.00,Levitate,,,77,70,90,145,75,43,500,45
739,Crabrawler,7,Fighting,,Boxing Pokémon,0.60,7.00,Hyper Cutter,Iron Fist,Anger Point,47,82,57,42,47,63,338,225
740,Crabominable,7,Fighting,Ice,Woolly Crab Pokémon,1.70,180.00,Hyper Cutter,Iron Fist,Anger Point,97,132,77,62,67,43,478,60
741,Oricorio,7,Fire,Flying,Dancing Pokémon,0.60,3.40,Dancer,,,75,70,70,98,70,93,476,45
742,Cutiefly,7,Bug,Fairy,Bee Fly Pokémon,0.10,0.20,Honey Gather,Shield Dust,Sweet Veil,40,45,40,55,40,84,304,190
743,Ribombee,7,Bug,Fairy,Bee Fly Pokémon,0.20,0.50,Honey Gather,Shield Dust,Sweet Veil,60,55,60,95,70,124,464,75
744,Rockruff,7,Rock,,Puppy Pokémon,0.50,9.20,Keen Eye,Vital Spirit,Steadfast,45,65,40,30,40,60,280,190
745,Lycanroc,7,Rock,,Wolf Pokémon,0.80,25.00,Keen Eye,Sand Rush,Steadfast,75,115,65,55,65,112,487,90
746,Wishiwashi,7,Water,,Small Fry Pokémon,0.20,0.30,Schooling,,,45,20,20,25,25,40,175,60
747,Mareanie,7,Poison,Water,Brutal Star Pokémon,0.40,8.00,Merciless,Limber,Regenerator,50,53,62,43,52,45,305,190
748,Toxapex,7,Poison,Water,Brutal Star Pokémon,0.70,14.50,Merciless,Limber,Regenerator,50,63,152,53,142,35,495,75
749,Mudbray,7,Ground,,Donkey Pokémon,1.00,110.00,Own Tempo,Stamina,Inner Focus,70,100,70,45,55,45,385,190
750,Mudsdale,7,Ground,,Draft Horse Pokémon,2.50,920.00,Own Tempo,Stamina,Inner Focus,100,125,100,55,85,35,500,60
751,Dewpider,7,Water,Bug,Water Bubble Pokémon,0.30,4.00,Water Bubble,Water Absorb,,38,40,52,40,72,27,269,200
752,Araquanid,7,Water,Bug,Water Bubble Pokémon,1.80,82.00,Water Bubble,Water Absorb,,68,70,92,50,132,42,454,100
753,Fomantis,7,Grass,,Sickle Grass Pokémon,0.30,1.50,Leaf Guard,Contrary,,40,55,35,50,35,35,250,190
754,Lurantis,7,Grass,,Bloom Sickle Pokémon,0.90,18.50,Leaf Guard,Contrary,,70,105,90,80,90,45,480,75
755,Morelull,7,Grass,Fairy,Illuminating Pokémon,0.20,1.50,Illuminate,Effect Spore,Rain Dish,40,35,55,65,75,15,285,190
756,Shiinotic,7,Grass,Fairy,Illuminating Pokémon,1.00,11.50,Illuminate,Effect Spore,Rain Dish,60,45,80,90,100,30,405,75
757,Salandit,7,Poison,Fire,Toxic Lizard Pokémon,0.60,4.80,Corrosion,Oblivious,,48,44,40,71,40,77,320,120
758,Salazzle,7,Poison,Fire,Toxic Lizard Pokémon,1.20,22.20,Corrosion,Oblivious,,68,64,60,111,60,117,480,45
759,Stufful,7,Normal,Fighting,Flailing Pokémon,0.50,6.80,Fluffy,Klutz,Cute Charm,70,75,50,45,50,50,340,140
760,Bewear,7,Normal,Fighting,Strong Arm Pokémon,2.10,135.00,Fluffy,Klutz,Unnerve,120,125,80,55,60,60,500,70
761,Bounsweet,7,Grass,,Fruit Pokémon,0.30,3.20,Leaf Guard,Oblivious,Sweet Veil,42,30,38,30,38,32,210,235
762,Steenee,7,Grass,,Fruit Pokémon,0.70,8.20,Leaf Guard,Oblivious,Sweet Veil,52,40,48,40,48,62,290,120
763,Tsareena,7,Grass,,Fruit Pokémon,1.20,21.40,Leaf Guard,Queenly Majesty,Sweet Veil,72,120,98,50,98,72,510,45
764,Comfey,7,Fairy,,Posy Picker Pokémon,0.10,0.30,Flower Veil,Triage,Natural Cure,51,52,90,82,110,100,485,60
765,Oranguru,7,Normal,Psychic,Sage Pokémon,1.50,76.00,Inner Focus,Telepathy,Symbiosis,90,60,80,90,110,60,490,45
766,Passimian,7,Fighting,,Teamwork Pokémon,2.00,82.80,Receiver,Defiant,,100,120,90,40,60,80,490,45
767,Wimpod,7,Bug,Water,Turn Tail Pokémon,0.50,12.00,Wimp Out,,,25,35,40,20,30,80,230,90
768,Golisopod,7,Bug,Water,Hard Scale Pokémon,2.00,108.00,Emergency Exit,,,75,125,140,60,90,40,530,45
769,Sandygast,7,Ghost,Ground,Sand Heap Pokémon,0.50,70.00,Water Compaction,Sand Veil,,55,55,80,70,45,15,320,140
770,Palossand,7,Ghost,Ground,Sand Castle Pokémon,1.30,250.00,Water Compaction,Sand Veil,,85,75,110,100,75,35,480,60
771,Pyukumuku,7,Water,,Sea Cucumber Pokémon,0.30,1.20,Innards Out,Unaware,,55,60,130,30,130,5,410,60
772,Type: Null,7,Normal,,Synthetic Pokémon,1.90,120.50,Battle Armor,,,95,95,95,95,95,59,534,3
773,Silvally,7,Normal,,Synthetic Pokémon,2.30,100.50,RKS System,,,95,95,95,95,95,95,570,3
774,Minior,7,Rock,Flying,Meteor Pokémon,0.30,40.00,Shields Down,,,60,60,100,60,100,60,440,30
775,Komala,7,Normal,,Drowsing Pokémon,0.40,19.90,Comatose,,,65,115,65,75,95,65,480,45
776,Turtonator,7,Fire,Dragon,Blast Turtle Pokémon,2.00,212.00,Shell Armor,,,60,78,135,91,85,36,485,70
777,Togedemaru,7,Electric,Steel,Roly-Poly Pokémon,0.30,3.30,Iron Barbs,Lightning Rod,Sturdy,65,98,63,40,73,96,435,180
778,Mimikyu,7,Ghost,Fairy,Disguise Pokémon,0.20,0.70,Disguise,,,55,90,80,50,105,96,476,45
779,Bruxish,7,Water,Psychic,Gnash Teeth Pokémon,0.90,19.00,Dazzling,Strong Jaw,Wonder Skin,68,105,70,70,70,92,475,80
780,Drampa,7,Normal,Dragon,Placid Pokémon,3.00,185.00,Berserk,Sap Sipper,Cloud Nine,78,60,85,135,91,36,485,70
781,Dhelmise,7,Ghost,Grass,Sea Creeper Pokémon,3.90,210.00,Steelworker,,,70,131,100,86,90,40,517,25
782,Jangmo-o,7,Dragon,,Scaly Pokémon,0.60,29.70,Bulletproof,Soundproof,Overcoat,45,55,65,45,45,45,300,45
783,Hakamo-o,7,Dragon,Fighting,Scaly Pokémon,1.20,47.00,Bulletproof,Soundproof,Overcoat,55,75,90,65,70,65,420,45
784,Kommo-o,7,Dragon,Fighting,Scaly Pokémon,1.60,78.20,Bulletproof,Soundproof,Overcoat,75,110,125,100,105,85,600,45
785,Tapu Koko,7,Electric,Fairy,Land Spirit Pokémon,1.80,20.50,Electric Surge,Telepathy,,70,115,85,95,75,130,570,3
786,Tapu Lele,7,Psychic,Fairy,Land Spirit Pokémon,1.20,18.60,Psychic Surge,Telepathy,,70,85,75,130,115,95,570,3
787,Tapu Bulu,7,Grass,Fairy,Land Spirit Pokémon,1.90,45.50,Grassy Surge,Telepathy,,70,130,115,85,95,75,570,3
788,Tapu Fini,7,Water,Fairy,Land Spirit Pokémon,1.30,21.20,Misty Surge,Telepathy,,70,75,115,95,130,85,570,3
789,Cosmog,7,Psychic,,Nebula Pokémon,0.20,0.10,Unaware,,,43,29,31,29,31,37,200,45
790,Cosmoem,7,Psychic,,Protostar Pokémon,0.10,999.90,Sturdy,,,43,29,131,29,131,37,400,45
791,Solgaleo,7,Psychic,Steel,Sunne Pokémon,3.40,230.00,Full Metal Body,,,137,137,107,113,89,97,680,45
792,Lunala,7,Psychic,Ghost,Moone Pokémon,4.00,120.00,Shadow Shield,,,137,113,89,137,107,97,680,45
793,Nihilego,7,Rock,Poison,Parasite Pokémon,1.20,55.50,Beast Boost,,,109,53,47,127,131,103,570,45
794,Buzzwole,7,Bug,Fighting,Swollen Pokémon,2.40,333.60,Beast Boost,,,107,139,139,53,53,79,570,45
795,Pheromosa,7,Bug,Fighting,Lissome Pokémon,1.80,25.00,Beast Boost,,,71,137,37,137,37,151,570,45
796,Xurkitree,7,Electric,,Glowing Pokémon,3.80,100.00,Beast Boost,,,83,89,71,173,71,83,570,45
797,Celesteela,7,Steel,Flying,Launch Pokémon,9.20,999.90,Beast Boost,,,97,101,103,107,101,61,570,45
798,Kartana,7,Grass,Steel,Drawn Sword Pokémon,0.30,0.10,Beast Boost,,,59,181,131,59,31,109,570,45
799,Guzzlord,7,Dark,Dragon,Junkivore Pokémon,5.50,888.00,Beast Boost,,,223,101,53,97,53,43,570,45
800,Necrozma,7,Psychic,,Prism Pokémon,2.40,230.00,Prism Armor,,,97,107,101,127,89,79,600,255
801,Magearna,7,Steel,Fairy,Artificial Pokémon,1.00,80.50,Soul-Heart,,,80,95,115,130,115,65,600,3
802,Marshadow,7,Fighting,Ghost,Gloomdweller Pokémon,0.70,22.20,Technician,,,90,125,80,90,90,125,600,3
803,Poipole,7,Poison,,Poison Pin Pokémon,0.60,1.80,Beast Boost,,,67,73,67,73,67,73,420,45
804,Naganadel,7,Poison,Dragon,Poison Pin Pokémon,3.60,150.00,Beast Boost,,,73,73,73,127,73,121,540,45
805,Stakataka,7,Rock,Steel,Rampart Pokémon,5.50,820.00,Beast Boost,,,61,131,211,53,101,13,570,30
806,Blacephalon,7,Fire,Ghost,Fireworks Pokémon,1.80,13.00,Beast Boost,,,53,127,53,151,79,107,570,30
807,Zeraora,7,Electric,,Thunderclap Pokémon,1.50,44.50,Volt Absorb,,,88,112,75,102,80,143,600,3
808,Meltan,7,Steel,,Hex Nut Pokémon,0.20,8.00,Magnet Pull,,,46,65,65,55,35,34,300,3
809,Melmetal,7,Steel,,Hex Nut Pokémon,2.50,800.00,Iron Fist,,,135,143,143,80,65,34,600,3
810,Grookey,8,Grass,,Chimp Pokémon,0.30,5.00,Overgrow,Grassy Surge,,50,65,50,40,40,65,310,45
811,Thwackey,8,Grass,,Beat Pokémon,0.70,14.00,Overgrow,Grassy Surge,,70,85,70,55,60,80,420,45
812,Rillaboom,8,Grass,,Drummer Pokémon,2.10,90.00,Overgrow,Grassy Surge,,100,125,90,60,70,85,530,45
813,Scorbunny,8,Fire,,Rabbit Pokémon,0.30,4.50,Blaze,Libero,,50,71,40,40,40,69,310,45
814,Raboot,8,Fire,,Rabbit Pokémon,0.60,9.00,Blaze,Libero,,65,86,60,55,60,94,420,45
815,Cinderace,8,Fire,,Striker Pokémon,1.40,33.00,Blaze,Libero,,80,116,75,65,75,119,530,45
816,Sobble,8,Water,,Water Lizard Pokémon,0.30,4.00,Torrent,Sniper,,50,40,40,70,40,70,310,45
817,Drizzile,8,Water,,Water lizard Pokémon,0.70,11.50,Torrent,Sniper,,65,60,55,95,55,90,420,45
818,Inteleon,8,Water,,Secret Agent Pokémon,1.90,45.20,Torrent,Sniper,,70,85,65,125,65,120,530,45
819,Skwovet,8,Normal,,Cheeky Pokémon,0.30,2.50,Cheek Pouch,Gluttony,,70,55,55,35,35,25,275,255
820,Greedent,8,Normal,,Greedy Pokémon,0.60,6.00,Cheek Pouch,Gluttony,,120,95,95,55,75,20,460,90
821,Rookidee,8,Flying,,Tiny Bird Pokémon,0.20,1.80,Keen Eye,Unnerve,Big Pecks,38,47,35,33,35,57,245,255
822,Corvisquire,8,Flying,,Raven Pokémon,0.80,16.00,Keen Eye,Unnerve,Big Pecks,68,67,55,43,55,77,365,120
823,Corviknight,8,Flying,Steel,Raven Pokémon,2.20,75.00,Pressure,Unnerve,Mirror Armor,98,87,105,53,85,67,495,45
824,Blipbug,8,Bug,,Larva Pokémon,0.40,8.00,Swarm,Compound Eyes,Telepathy,25,20,20,25,45,45,180,255
825,Dottler,8,Bug,Psychic,Radome Pokémon,0.40,19.50,Swarm,Compound Eyes,Telepathy,50,35,80,50,90,30,335,120
826,Orbeetle,8,Bug,Psychic,Seven Spot Pokémon,0.40,40.80,Swarm,Frisk,Telepathy,60,45,110,80,120,90,505,45
827,Nickit,8,Dark,,Fox Pokémon,0.60,8.90,Run Away,Unburden,Stakeout,40,28,28,47,52,50,245,255
828,Thievul,8,Dark,,Fox Pokémon,1.20,19.90,Run Away,Unburden,Stakeout,70,58,58,87,92,90,455,127
829,Gossifleur,8,Grass,,Flowering Pokémon,0.40,2.20,Cotton Down,Regenerator,Effect Spore,40,40,60,40,60,10,250,190
830,Eldegoss,8,Grass,,Cotton Bloom Pokémon,0.50,2.50,Cotton Down,Regenerator,Effect Spore,60,50,90,80,120,60,460,75
831,Wooloo,8,Normal,,Sheep Pokémon,0.60,6.00,Fluffy,Run Away,Bulletproof,42,40,55,40,45,48,270,255
832,Dubwool,8,Normal,,Sheep Pokémon,1.30,43.00,Fluffy,Steadfast,Bulletproof,72,80,100,60,90,88,490,127
833,Chewtle,8,Water,,Snapping Pokémon,0.30,8.50,Strong Jaw,Shell Armor,Swift Swim,50,64,50,38,38,44,284,255
834,Drednaw,8,Water,Rock,Bite Pokémon,1.00,115.50,Strong Jaw,Shell Armor,Swift Swim,90,115,90,48,68,74,485,75
835,Yamper,8,Electric,,Puppy Pokémon,0.30,13.50,Ball Fetch,Rattled,,59,45,50,40,50,26,270,255
